ID,date,from,day_recorded,month_recorded,dnoregion,regionid,intensity_forecast,intensity_index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
207,2024-01-01,05:00,Monday,January,UKPN East,10,16,very low,0.0,0.0,4.0,3.4,21.5,0,0.0,0.3,70.7
208,2024-01-01,05:00,Monday,January,WPD South West,11,272,very high,1.3,0.8,1.2,66.6,3.1,0,0.1,1.9,25.0
209,2024-01-01,05:00,Monday,January,SSE South,12,113,moderate,5.3,2.6,4.8,20.5,9.9,0,0.5,0.3,56.0
210,2024-01-01,05:00,Monday,January,UKPN London,13,41,low,0.0,0.0,9.7,9.3,16.3,0,0.4,0.3,64.0
211,2024-01-01,05:00,Monday,January,UKPN South East,14,88,low,0.0,0.0,20.7,20.5,5.3,0,1.2,0.3,52.0
212,2024-01-01,05:00,Monday,January,England,15,66,low,4.8,1.1,3.1,12.4,18.9,0,1.0,0.0,58.7
213,2024-01-01,05:00,Monday,January,Scotland,16,8,very low,1.0,0.0,0.0,1.7,24.2,0,10.0,0.0,63.1
214,2024-01-01,05:00,Monday,January,Wales,17,63,low,0.2,0.0,0.0,15.8,4.5,0,4.1,0.0,75.3
215,2024-01-01,05:00,Monday,January,GB,18,59,low,4.1,0.9,2.6,11.4,18.7,0,2.1,0.0,60.2
216,2024-01-01,05:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,38.4,0.0,61.6
217,2024-01-01,05:30,Monday,January,SP Distribution,2,11,very low,1.8,0.0,0.0,2.3,30.5,0,1.4,0.0,64.1
218,2024-01-01,05:30,Monday,January,Electricity North West,3,3,very low,0.4,0.0,0.0,0.5,40.4,0,0.2,0.0,58.4
219,2024-01-01,05:30,Monday,January,NPG North East,4,10,very low,6.1,0.0,0.0,0.7,66.3,0,0.4,0.0,26.6
220,2024-01-01,05:30,Monday,January,NPG Yorkshire,5,68,low,23.1,0.0,0.0,10.3,7.7,0,0.0,0.0,58.8
221,2024-01-01,05:30,Monday,January,SP Manweb,6,23,very low,0.4,0.0,0.0,5.7,14.9,0,2.6,0.0,76.4
222,2024-01-01,05:30,Monday,January,WPD South Wales,7,123,moderate,0.4,0.2,0.0,30.6,4.3,0,0.2,0.0,64.4
223,2024-01-01,05:30,Monday,January,WPD West Midlands,8,35,low,2.4,1.3,0.0,5.0,24.1,0,1.1,0.0,66.1
224,2024-01-01,05:30,Monday,January,WPD East Midlands,9,140,moderate,11.6,7.3,0.0,14.7,4.0,0,0.0,0.0,62.3
225,2024-01-01,05:30,Monday,January,UKPN East,10,16,very low,0.0,0.0,2.6,3.6,21.8,0,0.0,0.0,72.0
226,2024-01-01,05:30,Monday,January,WPD South West,11,270,very high,1.6,1.1,2.0,65.5,3.4,0,0.2,0.0,26.3
227,2024-01-01,05:30,Monday,January,SSE South,12,117,moderate,5.1,3.3,6.4,19.8,9.9,0,0.6,0.0,54.8
228,2024-01-01,05:30,Monday,January,UKPN London,13,37,low,0.0,0.0,11.0,8.3,16.7,0,0.5,0.0,63.4
229,2024-01-01,05:30,Monday,January,UKPN South East,14,76,low,0.0,0.0,26.4,17.0,5.6,0,1.6,0.0,49.4
230,2024-01-01,05:30,Monday,January,England,15,67,low,4.9,1.4,4.5,11.9,18.8,0,1.1,0.0,57.5
231,2024-01-01,05:30,Monday,January,Scotland,16,8,very low,1.0,0.0,0.0,1.7,23.0,0,10.8,0.0,63.4
232,2024-01-01,05:30,Monday,January,Wales,17,64,low,0.2,0.0,0.0,16.1,4.7,0,4.7,0.0,74.3
233,2024-01-01,05:30,Monday,January,GB,18,60,low,4.2,1.1,3.7,11.0,18.4,0,2.4,0.0,59.2
234,2024-01-01,06:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,40.2,0.0,59.8
235,2024-01-01,06:00,Monday,January,SP Distribution,2,11,very low,1.6,0.0,0.0,2.2,30.7,0,2.5,0.0,63.0
236,2024-01-01,06:00,Monday,January,Electricity North West,3,3,very low,0.5,0.0,0.0,0.6,40.0,0,0.4,0.0,58.5
237,2024-01-01,06:00,Monday,January,NPG North East,4,9,very low,5.7,0.0,0.0,0.7,65.6,0,0.8,0.2,27.1
238,2024-01-01,06:00,Monday,January,NPG Yorkshire,5,68,low,22.2,0.0,0.0,10.4,7.4,0,0.1,0.6,59.4
239,2024-01-01,06:00,Monday,January,SP Manweb,6,23,very low,0.4,0.0,0.0,5.7,15.3,0,2.4,0.3,75.9
240,2024-01-01,06:00,Monday,January,WPD South Wales,7,119,moderate,0.4,0.3,0.0,29.4,4.7,0,0.2,1.6,63.4
241,2024-01-01,06:00,Monday,January,WPD West Midlands,8,37,low,2.2,1.5,0.0,5.2,24.0,0,1.1,1.0,65.0
242,2024-01-01,06:00,Monday,January,WPD East Midlands,9,156,moderate,11.0,8.4,0.0,16.2,3.8,0,0.0,0.8,59.7
243,2024-01-01,06:00,Monday,January,UKPN East,10,15,very low,0.1,0.1,0.0,3.4,22.6,0,0.0,0.0,73.7
244,2024-01-01,06:00,Monday,January,WPD South West,11,270,very high,1.7,1.4,1.8,64.7,3.6,0,0.3,0.4,26.2
245,2024-01-01,06:00,Monday,January,SSE South,12,121,moderate,5.1,3.8,5.4,19.8,9.4,0,0.7,1.2,54.6
246,2024-01-01,06:00,Monday,January,UKPN London,13,37,low,0.1,0.1,8.7,8.5,16.5,0,0.7,0.0,65.5
247,2024-01-01,06:00,Monday,January,UKPN South East,14,79,low,0.0,0.0,25.0,17.9,5.0,0,1.9,0.0,50.2
248,2024-01-01,06:00,Monday,January,England,15,70,low,4.6,1.6,4.8,12.2,18.4,0,1.2,0.1,57.1
249,2024-01-01,06:00,Monday,January,Scotland,16,8,very low,1.0,0.0,0.0,1.7,23.0,0,11.8,0.0,62.5
250,2024-01-01,06:00,Monday,January,Wales,17,58,low,0.2,0.0,0.0,14.7,5.3,0,5.1,0.0,74.7
251,2024-01-01,06:00,Monday,January,GB,18,63,low,4.0,1.3,4.0,11.2,18.2,0,2.6,0.1,58.7
252,2024-01-01,06:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,39.0,0.0,61.0
253,2024-01-01,06:30,Monday,January,SP Distribution,2,9,very low,1.3,0.0,0.0,2.0,31.0,0,2.8,0.0,62.8
254,2024-01-01,06:30,Monday,January,Electricity North West,3,3,very low,0.4,0.0,0.0,0.5,40.1,0,0.5,0.0,58.5
255,2024-01-01,06:30,Monday,January,NPG North East,4,8,very low,4.7,0.0,0.0,0.6,65.9,0,0.9,0.0,28.0
256,2024-01-01,06:30,Monday,January,NPG Yorkshire,5,67,low,23.1,0.0,0.0,9.9,6.5,0,0.1,0.0,60.4
257,2024-01-01,06:30,Monday,January,SP Manweb,6,21,very low,0.3,0.0,0.0,5.2,15.7,0,1.7,0.0,77.0
258,2024-01-01,06:30,Monday,January,WPD South Wales,7,119,moderate,0.5,0.3,0.0,29.4,5.2,0,0.2,0.0,64.4
259,2024-01-01,06:30,Monday,January,WPD West Midlands,8,36,low,2.3,1.5,0.0,4.8,24.6,0,0.9,0.0,66.0
260,2024-01-01,06:30,Monday,January,WPD East Midlands,9,151,moderate,11.5,8.3,0.0,15.1,4.1,0,0.0,0.0,60.9
261,2024-01-01,06:30,Monday,January,UKPN East,10,14,very low,0.1,0.0,0.0,3.4,23.6,0,0.0,0.0,72.9
262,2024-01-01,06:30,Monday,January,WPD South West,11,269,high,1.9,1.4,1.7,64.2,3.8,0,0.2,0.0,26.8
263,2024-01-01,06:30,Monday,January,SSE South,12,120,moderate,5.4,3.6,4.8,19.9,8.9,0,0.6,0.0,56.7
264,2024-01-01,06:30,Monday,January,UKPN London,13,36,low,0.0,0.0,7.7,8.5,15.6,0,0.6,0.0,67.6
265,2024-01-01,06:30,Monday,January,UKPN South East,14,79,low,0.0,0.0,22.5,18.2,4.2,0,1.8,0.0,53.4
266,2024-01-01,06:30,Monday,January,England,15,70,low,4.7,1.6,3.3,12.3,18.6,0,1.1,0.0,58.4
267,2024-01-01,06:30,Monday,January,Scotland,16,8,very low,1.0,0.0,0.0,1.7,23.9,0,11.2,0.0,62.2
268,2024-01-01,06:30,Monday,January,Wales,17,47,low,0.2,0.0,0.0,11.8,5.9,0,4.5,0.0,77.5
269,2024-01-01,06:30,Monday,January,GB,18,61,low,4.1,1.3,2.7,11.0,18.5,0,2.4,0.0,59.9
270,2024-01-01,07:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,35.2,0.0,64.8
271,2024-01-01,07:00,Monday,January,SP Distribution,2,10,very low,1.6,0.0,0.0,2.1,30.5,0,2.8,0.3,62.6
272,2024-01-01,07:00,Monday,January,Electricity North West,3,3,very low,0.5,0.0,0.0,0.5,39.9,0,0.5,0.2,58.4
273,2024-01-01,07:00,Monday,January,NPG North East,4,9,very low,5.6,0.0,0.0,0.6,65.7,0,0.9,0.4,26.8
274,2024-01-01,07:00,Monday,January,NPG Yorkshire,5,72,low,26.7,0.0,0.0,10.1,5.5,0,0.1,0.2,57.5
275,2024-01-01,07:00,Monday,January,SP Manweb,6,23,very low,0.4,0.0,0.0,5.8,15.5,0,1.6,0.4,76.2
276,2024-01-01,07:00,Monday,January,WPD South Wales,7,137,moderate,0.6,0.2,0.0,34.0,5.8,0,0.2,0.7,58.5
277,2024-01-01,07:00,Monday,January,WPD West Midlands,8,34,very low,2.9,1.0,0.0,5.2,24.4,0,0.9,0.6,65.0
278,2024-01-01,07:00,Monday,January,WPD East Midlands,9,135,moderate,13.5,6.1,0.0,15.6,4.6,0,0.1,0.3,59.8
279,2024-01-01,07:00,Monday,January,UKPN East,10,14,very low,0.0,0.1,0.5,3.2,23.1,0,0.0,0.4,72.7
280,2024-01-01,07:00,Monday,January,WPD South West,11,236,high,2.7,1.3,3.1,55.8,4.5,0,0.3,2.0,30.5
281,2024-01-01,07:00,Monday,January,SSE South,12,115,moderate,6.1,2.8,6.9,20.2,8.4,0,0.6,0.9,54.2
282,2024-01-01,07:00,Monday,January,UKPN London,13,39,low,0.0,0.1,10.8,8.9,14.2,0,0.6,0.3,65.1
283,2024-01-01,07:00,Monday,January,UKPN South East,14,81,low,0.0,0.0,28.0,18.4,3.6,0,1.6,0.1,48.1
284,2024-01-01,07:00,Monday,January,England,15,64,low,5.3,1.1,9.7,11.4,17.4,0,0.9,0.5,53.7
285,2024-01-01,07:00,Monday,January,Scotland,16,8,very low,1.2,0.0,0.0,1.7,23.4,0,10.6,0.3,62.9
286,2024-01-01,07:00,Monday,January,Wales,17,52,low,0.3,0.0,0.0,13.1,5.9,0,3.1,0.7,76.8
287,2024-01-01,07:00,Monday,January,GB,18,58,low,4.6,1.0,8.1,10.5,17.4,0,2.1,0.4,56.0
288,2024-01-01,07:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,38.8,0.0,61.2
289,2024-01-01,07:30,Monday,January,SP Distribution,2,10,very low,1.6,0.0,0.0,2.1,32.4,0,3.1,0.0,60.8
290,2024-01-01,07:30,Monday,January,Electricity North West,3,2,very low,0.5,0.0,0.0,0.4,41.9,0,0.5,0.0,56.7
291,2024-01-01,07:30,Monday,January,NPG North East,4,9,very low,5.2,0.0,0.0,0.6,66.1,0,0.9,0.0,27.2
292,2024-01-01,07:30,Monday,January,NPG Yorkshire,5,70,low,27.2,0.0,0.0,9.6,4.8,0,0.1,0.0,58.4
293,2024-01-01,07:30,Monday,January,SP Manweb,6,24,very low,0.4,0.0,0.0,6.1,16.8,0,2.3,0.0,74.4
294,2024-01-01,07:30,Monday,January,WPD South Wales,7,152,moderate,0.4,0.1,0.0,38.3,8.2,0,0.2,0.0,52.8
295,2024-01-01,07:30,Monday,January,WPD West Midlands,8,23,very low,2.6,0.3,0.0,4.3,26.2,0,1.1,0.0,65.5
296,2024-01-01,07:30,Monday,January,WPD East Midlands,9,90,low,15.9,2.5,0.0,12.1,5.3,0,0.0,0.0,64.2
297,2024-01-01,07:30,Monday,January,UKPN East,10,17,very low,0.6,0.1,2.9,3.4,22.7,0,0.0,0.0,70.3
298,2024-01-01,07:30,Monday,January,WPD South West,11,204,high,4.1,0.6,3.0,48.8,4.7,0,0.5,0.0,38.4
299,2024-01-01,07:30,Monday,January,SSE South,12,93,low,7.5,1.2,5.4,18.4,7.2,0,0.8,0.0,59.5
300,2024-01-01,07:30,Monday,January,UKPN London,13,39,low,0.4,0.1,11.4,8.8,12.1,0,0.6,0.0,66.6
301,2024-01-01,07:30,Monday,January,UKPN South East,14,78,low,0.1,0.0,26.9,18.6,2.0,0,1.4,0.0,51.0
302,2024-01-01,07:30,Monday,January,England,15,55,low,5.6,0.5,11.0,10.5,17.5,0,1.0,0.0,54.0
303,2024-01-01,07:30,Monday,January,Scotland,16,8,very low,1.1,0.0,0.0,1.6,23.1,0,11.2,0.0,63.0
304,2024-01-01,07:30,Monday,January,Wales,17,52,low,0.3,0.0,0.0,13.0,6.5,0,4.5,0.0,75.7
305,2024-01-01,07:30,Monday,January,GB,18,50,low,4.8,0.4,9.1,9.7,17.5,0,2.3,0.0,56.2
306,2024-01-01,08:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,40.6,0.0,59.4
307,2024-01-01,08:00,Monday,January,SP Distribution,2,10,very low,1.6,0.0,0.0,2.1,31.6,0,3.2,0.0,61.4
308,2024-01-01,08:00,Monday,January,Electricity North West,3,3,very low,0.4,0.0,0.0,0.7,41.1,0,0.5,0.0,57.2
309,2024-01-01,08:00,Monday,January,NPG North East,4,10,very low,6.1,0.0,0.0,0.6,66.0,0,0.8,0.2,26.3
310,2024-01-01,08:00,Monday,January,NPG Yorkshire,5,76,low,31.0,0.0,0.0,9.9,1.6,0,0.0,0.2,57.4
311,2024-01-01,08:00,Monday,January,SP Manweb,6,23,very low,0.4,0.0,0.0,5.8,16.6,0,1.6,0.2,75.4
312,2024-01-01,08:00,Monday,January,WPD South Wales,7,124,moderate,1.2,0.0,0.1,31.1,9.9,0,0.3,0.5,56.8
313,2024-01-01,08:00,Monday,January,WPD West Midlands,8,24,very low,3.5,0.0,0.2,5.1,23.8,0,0.7,0.5,66.3
314,2024-01-01,08:00,Monday,January,WPD East Midlands,9,64,low,13.5,0.0,0.7,12.1,5.0,0,0.0,0.6,68.1
315,2024-01-01,08:00,Monday,January,UKPN East,10,14,very low,0.0,0.0,3.7,2.9,21.3,0,0.0,0.5,71.6
316,2024-01-01,08:00,Monday,January,WPD South West,11,160,moderate,2.6,0.0,21.7,38.6,2.7,0,0.6,2.3,31.5
317,2024-01-01,08:00,Monday,January,SSE South,12,85,low,3.9,0.0,32.4,18.6,4.0,0,0.8,1.0,39.3
318,2024-01-01,08:00,Monday,January,UKPN London,13,45,low,0.0,0.0,36.3,9.4,9.4,0,0.8,0.4,43.7
319,2024-01-01,08:00,Monday,January,UKPN South East,14,70,low,0.0,0.0,61.7,14.5,0.1,0,1.5,0.3,21.9
320,2024-01-01,08:00,Monday,January,England,15,50,low,5.9,0.0,12.9,10.1,17.1,0,1.1,0.5,52.4
321,2024-01-01,08:00,Monday,January,Scotland,16,8,very low,1.1,0.0,0.0,1.6,23.9,0,12.5,0.0,60.9
322,2024-01-01,08:00,Monday,January,Wales,17,51,low,0.3,0.0,0.0,12.7,7.2,0,5.2,0.3,74.3
323,2024-01-01,08:00,Monday,January,GB,18,45,low,5.1,0.0,10.8,9.3,17.3,0,2.6,0.5,54.6
324,2024-01-01,08:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,44.4,0.0,55.6
325,2024-01-01,08:30,Monday,January,SP Distribution,2,10,very low,1.6,0.0,0.0,2.0,32.7,0,3.8,0.0,60.0
326,2024-01-01,08:30,Monday,January,Electricity North West,3,3,very low,0.6,0.0,0.0,0.6,42.1,0,0.5,0.0,56.1
327,2024-01-01,08:30,Monday,January,NPG North East,4,9,very low,5.9,0.0,0.0,0.5,66.1,0,0.9,0.1,26.5
328,2024-01-01,08:30,Monday,January,NPG Yorkshire,5,76,low,32.3,0.0,0.0,9.4,0.7,0,0.0,0.1,57.5
329,2024-01-01,08:30,Monday,January,SP Manweb,6,23,very low,0.5,0.0,0.0,5.7,17.9,0,1.9,0.3,73.8
330,2024-01-01,08:30,Monday,January,WPD South Wales,7,125,moderate,1.7,0.0,0.2,31.3,10.6,0,0.4,0.5,55.5
331,2024-01-01,08:30,Monday,January,WPD West Midlands,8,27,very low,3.9,0.0,0.3,5.5,23.1,0,0.8,0.4,65.9
332,2024-01-01,08:30,Monday,January,WPD East Midlands,9,68,low,13.6,0.0,1.4,13.0,6.0,0,0.0,0.6,65.5
333,2024-01-01,08:30,Monday,January,UKPN East,10,15,very low,0.0,0.0,7.5,2.4,20.9,0,0.0,0.6,68.6
334,2024-01-01,08:30,Monday,January,WPD South West,11,156,moderate,2.8,0.0,22.3,37.5,2.0,0,0.6,2.7,32.2
335,2024-01-01,08:30,Monday,January,SSE South,12,76,low,4.3,0.0,33.6,16.2,3.2,0,0.9,1.0,40.9
336,2024-01-01,08:30,Monday,January,UKPN London,13,39,low,0.0,0.0,38.0,7.5,8.0,0,0.9,0.4,45.2
337,2024-01-01,08:30,Monday,January,UKPN South East,14,59,low,0.0,0.0,63.5,11.8,0.1,0,1.6,0.3,22.8
338,2024-01-01,08:30,Monday,January,England,15,48,low,6.0,0.0,14.2,9.4,16.9,0,1.1,0.5,51.9
339,2024-01-01,08:30,Monday,January,Scotland,16,7,very low,1.1,0.0,0.0,1.5,25.0,0,15.1,0.0,57.4
340,2024-01-01,08:30,Monday,January,Wales,17,51,low,0.4,0.0,0.0,12.7,7.7,0,5.4,0.2,73.5
341,2024-01-01,08:30,Monday,January,GB,18,43,low,5.2,0.0,11.8,8.7,17.3,0,2.9,0.5,53.7
342,2024-01-01,09:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,44.0,0.0,56.0
343,2024-01-01,09:00,Monday,January,SP Distribution,2,11,very low,1.9,0.0,0.0,2.3,33.8,0,2.9,0.2,59.0
344,2024-01-01,09:00,Monday,January,Electricity North West,3,6,very low,1.7,0.0,0.0,1.1,41.8,0,0.3,0.2,55.0
345,2024-01-01,09:00,Monday,January,NPG North East,4,12,very low,7.8,0.0,0.0,0.8,64.7,0,0.6,0.7,25.4
346,2024-01-01,09:00,Monday,January,NPG Yorkshire,5,83,low,34.2,0.0,0.0,10.6,0.0,0,0.0,0.6,54.6
347,2024-01-01,09:00,Monday,January,SP Manweb,6,27,very low,0.8,0.0,0.0,6.7,17.9,0,1.7,1.6,71.3
348,2024-01-01,09:00,Monday,January,WPD South Wales,7,133,moderate,2.2,0.0,0.7,33.0,9.7,0,0.3,3.0,51.2
349,2024-01-01,09:00,Monday,January,WPD West Midlands,8,32,very low,4.7,0.0,1.5,6.5,20.8,0,0.6,2.4,63.5
350,2024-01-01,09:00,Monday,January,WPD East Midlands,9,64,low,12.1,0.0,2.5,12.1,6.5,0,0.0,2.8,64.0
351,2024-01-01,09:00,Monday,January,UKPN East,10,15,very low,0.0,0.0,9.6,2.4,19.9,0,0.1,2.7,65.2
352,2024-01-01,09:00,Monday,January,WPD South West,11,160,moderate,1.7,0.0,21.7,38.9,1.1,0,0.5,12.4,23.6
353,2024-01-01,09:00,Monday,January,SSE South,12,82,low,3.0,0.0,38.2,17.9,2.2,0,0.8,5.0,32.9
354,2024-01-01,09:00,Monday,January,UKPN London,13,42,low,0.0,0.0,41.3,8.0,6.8,0,0.9,1.9,41.2
355,2024-01-01,09:00,Monday,January,UKPN South East,14,61,low,0.0,0.0,64.4,12.0,0.0,0,1.4,1.1,21.2
356,2024-01-01,09:00,Monday,January,England,15,50,low,6.6,0.0,15.1,9.7,16.4,0,0.8,2.6,48.7
357,2024-01-01,09:00,Monday,January,Scotland,16,9,very low,1.6,0.0,0.0,1.8,24.6,0,14.4,0.2,57.5
358,2024-01-01,09:00,Monday,January,Wales,17,64,low,0.5,0.0,0.0,16.2,6.2,0,4.5,1.7,70.9
359,2024-01-01,09:00,Monday,January,GB,18,46,low,5.6,0.0,12.4,9.1,16.9,0,2.7,2.3,51.1
360,2024-01-01,09:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.3,0,41.2,0.0,58.5
361,2024-01-01,09:30,Monday,January,SP Distribution,2,12,very low,1.9,0.0,0.0,2.6,35.6,0,1.5,0.3,58.2
362,2024-01-01,09:30,Monday,January,Electricity North West,3,8,very low,2.6,0.0,0.0,1.3,41.8,0,0.1,0.4,53.7
363,2024-01-01,09:30,Monday,January,NPG North East,4,19,very low,10.7,0.0,0.0,1.6,60.7,0,0.2,1.5,25.3
364,2024-01-01,09:30,Monday,January,NPG Yorkshire,5,82,low,31.9,0.0,0.0,11.0,0.0,0,0.0,1.2,55.9
365,2024-01-01,09:30,Monday,January,SP Manweb,6,29,very low,1.1,0.0,0.0,6.9,17.8,0,2.3,3.8,68.1
366,2024-01-01,09:30,Monday,January,WPD South Wales,7,147,moderate,1.8,0.0,3.5,36.4,7.7,0,0.3,6.2,44.2
367,2024-01-01,09:30,Monday,January,WPD West Midlands,8,39,low,3.7,0.0,7.0,8.0,18.5,0,0.6,5.7,56.3
368,2024-01-01,09:30,Monday,January,WPD East Midlands,9,61,low,7.2,0.0,7.5,12.2,6.8,0,0.0,5.7,60.6
369,2024-01-01,09:30,Monday,January,UKPN East,10,22,very low,0.0,0.0,19.2,2.7,17.3,0,0.1,4.8,56.0
370,2024-01-01,09:30,Monday,January,WPD South West,11,150,moderate,0.5,0.0,20.4,36.7,0.8,0,0.3,23.5,17.7
371,2024-01-01,09:30,Monday,January,SSE South,12,79,low,1.1,0.0,42.4,17.2,2.2,0,0.8,9.8,26.5
372,2024-01-01,09:30,Monday,January,UKPN London,13,45,low,0.0,0.0,46.9,8.2,6.4,0,0.8,3.2,34.5
373,2024-01-01,09:30,Monday,January,UKPN South East,14,59,low,0.0,0.0,64.5,11.7,0.0,0,1.3,2.2,20.3
374,2024-01-01,09:30,Monday,January,England,15,50,low,5.9,0.0,17.4,9.5,15.9,0,0.5,5.1,45.7
375,2024-01-01,09:30,Monday,January,Scotland,16,10,very low,1.6,0.0,0.0,2.1,26.8,0,13.9,0.2,55.3
376,2024-01-01,09:30,Monday,January,Wales,17,82,low,0.4,0.0,0.0,20.8,4.2,0,4.5,3.8,66.4
377,2024-01-01,09:30,Monday,January,GB,18,47,low,5.0,0.0,14.2,9.2,16.6,0,2.4,4.4,48.2
378,2024-01-01,10:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,1.5,0,41.7,0.0,56.7
379,2024-01-01,10:00,Monday,January,SP Distribution,2,15,very low,2.4,0.0,0.0,3.1,41.9,0,0.0,0.7,51.9
380,2024-01-01,10:00,Monday,January,Electricity North West,3,13,very low,3.7,0.0,0.0,2.1,42.0,0,0.0,0.9,51.3
381,2024-01-01,10:00,Monday,January,NPG North East,4,27,very low,14.1,0.0,0.0,2.7,55.9,0,0.0,2.4,25.0
382,2024-01-01,10:00,Monday,January,NPG Yorkshire,5,86,low,32.2,0.0,0.0,11.9,0.0,0,0.0,1.7,54.2
383,2024-01-01,10:00,Monday,January,SP Manweb,6,33,very low,1.4,0.0,0.0,7.9,17.4,0,3.5,6.1,63.7
384,2024-01-01,10:00,Monday,January,WPD South Wales,7,174,moderate,1.5,0.0,3.5,43.4,5.6,0,0.3,8.8,37.0
385,2024-01-01,10:00,Monday,January,WPD West Midlands,8,43,low,3.6,0.0,8.6,9.1,16.8,0,0.7,9.1,52.0
386,2024-01-01,10:00,Monday,January,WPD East Midlands,9,61,low,5.7,0.0,7.9,12.4,6.8,0,0.0,8.7,58.5
387,2024-01-01,10:00,Monday,January,UKPN East,10,21,very low,0.0,0.0,19.1,2.5,16.9,0,0.1,6.6,54.9
388,2024-01-01,10:00,Monday,January,WPD South West,11,166,moderate,0.3,0.0,15.5,41.2,0.5,0,0.2,27.5,14.7
389,2024-01-01,10:00,Monday,January,SSE South,12,80,low,0.7,0.0,41.5,17.6,2.0,0,0.8,13.4,23.9
390,2024-01-01,10:00,Monday,January,UKPN London,13,44,low,0.0,0.0,46.8,7.9,6.5,0,0.8,4.6,33.4
391,2024-01-01,10:00,Monday,January,UKPN South East,14,58,low,0.0,0.0,64.2,11.4,0.0,0,1.2,3.3,19.8
392,2024-01-01,10:00,Monday,January,England,15,52,low,6.1,0.0,17.2,10.0,15.5,0,0.4,7.3,43.5
393,2024-01-01,10:00,Monday,January,Scotland,16,12,very low,1.8,0.0,0.0,2.4,27.3,0,14.3,0.5,53.7
394,2024-01-01,10:00,Monday,January,Wales,17,116,moderate,0.3,0.0,0.2,29.3,2.5,0,5.6,6.0,56.1
395,2024-01-01,10:00,Monday,January,GB,18,51,low,5.2,0.0,14.0,10.1,16.3,0,2.5,6.3,45.6
396,2024-01-01,10:30,Monday,January,Scottish Hydro Electric Power Distribution,1,1,very low,0.1,0.0,0.0,0.2,2.8,0,40.6,0.0,56.2
397,2024-01-01,10:30,Monday,January,SP Distribution,2,18,very low,2.6,0.0,0.0,3.7,42.8,0,0.0,1.1,49.8
398,2024-01-01,10:30,Monday,January,Electricity North West,3,21,very low,5.2,0.0,0.2,3.7,40.9,0,0.0,1.3,48.7
399,2024-01-01,10:30,Monday,January,NPG North East,4,34,very low,16.5,0.0,2.7,3.6,50.5,0,0.0,3.4,23.4
400,2024-01-01,10:30,Monday,January,NPG Yorkshire,5,93,low,34.8,0.0,0.0,13.1,0.0,0,0.0,2.0,50.1
401,2024-01-01,10:30,Monday,January,SP Manweb,6,39,low,1.8,0.0,0.0,9.5,17.8,0,5.8,7.9,57.2
402,2024-01-01,10:30,Monday,January,WPD South Wales,7,179,moderate,1.7,0.0,4.3,44.6,4.8,0,0.3,11.2,33.1
403,2024-01-01,10:30,Monday,January,WPD West Midlands,8,50,low,4.1,0.0,10.3,10.5,15.8,0,0.9,11.4,46.9
404,2024-01-01,10:30,Monday,January,WPD East Midlands,9,61,low,6.1,0.0,7.9,12.4,6.4,0,0.0,10.5,56.8
405,2024-01-01,10:30,Monday,January,UKPN East,10,20,very low,0.0,0.0,19.1,2.1,16.9,0,0.1,7.5,54.3
406,2024-01-01,10:30,Monday,January,WPD South West,11,279,very high,0.0,0.0,2.3,70.6,0.0,0,0.0,20.6,6.4
407,2024-01-01,10:30,Monday,January,SSE South,12,85,low,0.5,0.0,41.6,19.0,1.8,0,0.7,15.5,20.8
408,2024-01-01,10:30,Monday,January,UKPN London,13,41,low,0.0,0.0,47.6,7.2,6.4,0,0.7,5.4,32.6
409,2024-01-01,10:30,Monday,January,UKPN South East,14,54,low,0.0,0.0,65.0,10.3,0.0,0,1.2,4.1,19.4
410,2024-01-01,10:30,Monday,January,England,15,63,low,6.7,0.0,16.7,12.6,14.7,0,0.2,8.2,40.7
411,2024-01-01,10:30,Monday,January,Scotland,16,13,very low,2.0,0.0,0.0,2.8,28.3,0,13.9,0.7,52.3
412,2024-01-01,10:30,Monday,January,Wales,17,121,moderate,0.6,0.0,0.8,30.5,2.0,0,9.7,7.8,48.6
413,2024-01-01,10:30,Monday,January,GB,18,60,low,5.7,0.0,13.7,12.4,15.7,0,2.5,7.2,42.7
414,2024-01-01,11:00,Monday,January,Scottish Hydro Electric Power Distribution,1,1,very low,0.2,0.0,0.0,0.3,4.4,0,40.6,0.1,54.4
415,2024-01-01,11:00,Monday,January,SP Distribution,2,24,very low,3.2,0.0,0.1,5.0,43.9,0,0.0,1.4,46.3
